# Taxid	Sci.Name	Rank	Named Lineage	Taxid Lineage
323848	Nitrosospira multiformis ATCC 25196	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosospira,Nitrosospira multiformis,Nitrosospira multiformis ATCC 25196	1,131567,2,1224,28216,32003,206379,35798,1231,323848
1033740	Kurthia senegalensis	species	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Planococcaceae,Kurthia,Kurthia senegalensis	1,131567,2,1783272,1239,91061,1385,186818,1649,1033740
1351	Enterococcus faecalis	species	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis	1,131567,2,1783272,1239,91061,186826,81852,1350,1351
186650	Microvirga	genus	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga	1,131567,2,1224,28211,356,119045,186650
1069080	Succinispira mobilis DSM 6222	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Succinispira,Succinispira mobilis,Succinispira mobilis DSM 6222	1,131567,2,1783272,1239,909932,1843488,909930,78119,78120,1069080
371196	Mastigocoleus testarum BC008	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Cyanobacteria/Melainabacteria group,Cyanobacteria,Nostocales,Hapalosiphonaceae,Mastigocoleus,Mastigocoleus testarum,Mastigocoleus testarum BC008	1,131567,2,1783272,1798711,1117,1161,1892263,996924,996925,371196
696281	Desulfotomaculum ruminis DSM 2154	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfotomaculum,Desulfotomaculum ruminis,Desulfotomaculum ruminis DSM 2154	1,131567,2,1783272,1239,186801,186802,186807,1562,1564,696281
1378	Gemella	genus	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillales incertae sedis,Bacillales Family XI. Incertae Sedis,Gemella	1,131567,2,1783272,1239,91061,1385,539002,539738,1378
556268	Oxalobacter formigenes HOxBLS	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacter,Oxalobacter formigenes,Oxalobacter formigenes HOxBLS	1,131567,2,1224,28216,80840,75682,846,847,556268
1121921	Gilvimarinus chinensis DSM 19667	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Gilvimarinus,Gilvimarinus chinensis,Gilvimarinus chinensis DSM 19667	1,131567,2,1224,1236,1706369,1706371,940550,396005,1121921
216594	Mycobacterium marinum M	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium marinum,Mycobacterium marinum M	1,131567,2,1783272,201174,1760,85007,1762,1763,1781,216594
573139	Shimia	genus	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Shimia	1,131567,2,1224,28211,204455,31989,573139
318464	Clostridium sulfidigenes	species	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sulfidigenes	1,131567,2,1783272,1239,186801,186802,31979,1485,318464
1007096	Oscillibacter ruminantium GH1	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,Oscillibacter ruminantium,Oscillibacter ruminantium GH1	1,131567,2,1783272,1239,186801,186802,216572,459786,1263547,1007096
930942	Lactobacillus animalis KCTC 3501 = DSM 20602	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus animalis,Lactobacillus animalis KCTC 3501 = DSM 20602	1,131567,2,1783272,1239,91061,186826,33958,1578,1605,930942
57495	Dermacoccus	genus	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Micrococcales,Dermacoccaceae,Dermacoccus	1,131567,2,1783272,201174,1760,85006,145357,57495
1462527	Oceanobacillus jeddahense	species	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,Oceanobacillus jeddahense	1,131567,2,1783272,1239,91061,1385,186817,182709,1462527
454159	Kiloniella	genus	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Kiloniella	1,131567,2,1224,28211,597358,597359,454159
1054213	Acetobacteraceae bacterium AT-5844	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,unclassified Acetobacteraceae,Acetobacteraceae bacterium AT-5844	1,131567,2,1224,28211,204441,433,41293,1054213
1250232	Muricauda sp. MAR_2010_75	species	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Muricauda,Muricauda sp. MAR_2010_75	1,131567,2,1783270,68336,976,117743,200644,49546,111500,1250232
1121922	Glaciecola pallidula DSM 14239 = ACAM 615	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Glaciecola,Glaciecola pallidula,Glaciecola pallidula DSM 14239 = ACAM 615	1,131567,2,1224,1236,135622,72275,89404,56807,1121922
258533	Mycolicibacterium cosmeticum	species	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium cosmeticum	1,131567,2,1783272,201174,1760,85007,1762,1866885,258533
1736289	Chryseobacterium sp. Leaf180	species	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium sp. Leaf180	1,131567,2,1783270,68336,976,117743,200644,49546,59732,1736289
1038856	Planococcus plakortidis	species	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcus,Planococcus plakortidis	1,131567,2,1783272,1239,91061,1385,186818,1372,1038856
1523432	alpha proteobacterium AAP81b	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified Alphaproteobacteria,unclassified Alphaproteobacteria (miscellaneous),alpha proteobacterium AAP81b	1,131567,2,1224,28211,82117,33807,1523432
1349782	Paenibacillus pabuli NBRC 13638	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus pabuli,Paenibacillus pabuli NBRC 13638	1,131567,2,1783272,1239,91061,1385,186822,44249,1472,1349782
935866	Nocardioides sp. J54	species	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp. J54	1,131567,2,1783272,201174,1760,85009,85015,1839,935866
1123500	Weissella halotolerans DSM 20190	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Weissella halotolerans,Weissella halotolerans DSM 20190	1,131567,2,1783272,1239,91061,186826,81850,46255,1615,1123500
1125863	Deferrisoma camini S3R1	no rank	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,unclassified Deltaproteobacteria,Deferrisoma,Deferrisoma camini,Deferrisoma camini S3R1	1,131567,2,1224,68525,28221,45456,1125862,1035120,1125863
997353	Prevotella pallens ATCC 700821	no rank	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella pallens,Prevotella pallens ATCC 700821	1,131567,2,1783270,68336,976,200643,171549,171552,838,60133,997353
445971	Anaerofustis stercorihominis DSM 17244	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Anaerofustis,Anaerofustis stercorihominis,Anaerofustis stercorihominis DSM 17244	1,131567,2,1783272,1239,186801,186802,186806,264995,214853,445971
75787	Rhodocyclaceae	family	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae	1,131567,2,1224,28216,206389,75787
46256	Weissella hellenica	species	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Weissella hellenica	1,131567,2,1783272,1239,91061,186826,81850,46255,46256
1123296	Stenoxybacter acetivorans DSM 19021	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Stenoxybacter,Stenoxybacter acetivorans,Stenoxybacter acetivorans DSM 19021	1,131567,2,1224,28216,206351,481,422440,422441,1123296
296591	Polaromonas sp. JS666	species	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,Polaromonas sp. JS666	1,131567,2,1224,28216,80840,80864,52972,296591
1120934	Actinokineospora enzanensis DSM 44649	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinokineospora,Actinokineospora enzanensis,Actinokineospora enzanensis DSM 44649	1,131567,2,1783272,201174,1760,85010,2070,39845,155975,1120934
520	Bordetella pertussis	species	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella pertussis	1,131567,2,1224,28216,80840,506,517,520
1865	Actinoplanes	genus	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes	1,131567,2,1783272,201174,1760,85008,28056,1865
483219	Myxococcus fulvus HW-1	no rank	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Myxococcales,Cystobacterineae,Myxococcaceae,Myxococcus,Myxococcus fulvus,Myxococcus fulvus HW-1	1,131567,2,1224,68525,28221,29,80811,31,32,33,483219
1273687	Mycobacterium sp. VKM Ac-1817D	species	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. VKM Ac-1817D	1,131567,2,1783272,201174,1760,85007,1762,1763,1273687
319225	Pelodictyon luteolum DSM 273	no rank	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium/Pelodictyon group,Pelodictyon,Pelodictyon luteolum,Pelodictyon luteolum DSM 273	1,131567,2,1783270,68336,1090,191410,191411,191412,274493,1099,1100,319225
537013	[Clostridium] methylpentosum DSM 5476	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,[Clostridium] methylpentosum,[Clostridium] methylpentosum DSM 5476	1,131567,2,1783272,1239,186801,186802,541000,552397,84026,537013
67263	Streptomyces griseus subsp. griseus	subspecies	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces griseus group,Streptomyces griseus subgroup,Streptomyces griseus,Streptomyces griseus subsp. griseus	1,131567,2,1783272,201174,1760,85011,2062,1883,629295,1482596,1911,67263
28211	Alphaproteobacteria	class	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria	1,131567,2,1224,28211
836	Porphyromonas	genus	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas	1,131567,2,1783270,68336,976,200643,171549,171551,836
290318	Chlorobium phaeovibrioides DSM 265	no rank	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium/Pelodictyon group,Chlorobium,Chlorobium phaeovibrioides,Chlorobium phaeovibrioides DSM 265	1,131567,2,1783270,68336,1090,191410,191411,191412,274493,1091,1094,290318
69279	Aquamicrobium defluvii	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Aquamicrobium,Aquamicrobium defluvii	1,131567,2,1224,28211,356,69277,69278,69279
1123494	Vibrio pacinii DSM 19139	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio pacinii,Vibrio pacinii DSM 19139	1,131567,2,1224,1236,135623,641,662,170674,1123494
1423751	Lactobacillus gigeriorum DSM 23908 = CRBIP 24.85	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus gigeriorum,Lactobacillus gigeriorum DSM 23908 = CRBIP 24.85	1,131567,2,1783272,1239,91061,186826,33958,1578,1203069,1423751
1122137	Kordiimonas gwangyangensis DSM 19435 = JCM 12864	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Kordiimonadales,Kordiimonadaceae,Kordiimonas,Kordiimonas gwangyangensis,Kordiimonas gwangyangensis DSM 19435 = JCM 12864	1,131567,2,1224,28211,362534,1331809,288021,288022,1122137
165301	Lentzea	genus	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Lentzea	1,131567,2,1783272,201174,1760,85010,2070,165301
429	Methylobacter	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylobacter	1,131567,2,1224,1236,135618,403,429
911008	Leclercia adecarboxylata ATCC 23216 = NBRC 102595	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Leclercia,Leclercia adecarboxylata,Leclercia adecarboxylata ATCC 23216 = NBRC 102595	1,131567,2,1224,1236,91347,543,83654,83655,911008
1641401	Dermacoccus sp. PE3	species	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Micrococcales,Dermacoccaceae,Dermacoccus,Dermacoccus sp. PE3	1,131567,2,1783272,201174,1760,85006,145357,57495,1641401
1381596	Marinimicrobium sp. LS-A18	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Marinimicrobium,Marinimicrobium sp. LS-A18	1,131567,2,1224,1236,1706369,1706371,359337,1381596
33882	Microbacterium	genus	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium	1,131567,2,1783272,201174,1760,85006,85023,33882
365528	Frankia discariae	species	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,Frankia discariae	1,131567,2,1783272,201174,1760,85013,74712,1854,365528
395493	Beggiatoa alba B18LD	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Beggiatoa,Beggiatoa alba,Beggiatoa alba B18LD	1,131567,2,1224,1236,72273,135617,1021,1022,395493
481146	Acetobacter ascendens	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter ascendens	1,131567,2,1224,28211,204441,433,434,481146
730	[Haemophilus] ducreyi	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,[Haemophilus] ducreyi	1,131567,2,1224,1236,135625,712,724,730
1506994	Butyrivibrio sp. AE3004	species	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Butyrivibrio sp. AE3004	1,131567,2,1783272,1239,186801,186802,186803,830,1506994
2055	Gordonia terrae	species	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae	1,131567,2,1783272,201174,1760,85007,85026,2053,2055
1089547	Rudanella lutea DSM 19387	no rank	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Rudanella,Rudanella lutea,Rudanella lutea DSM 19387	1,131567,2,1783270,68336,976,768503,768507,89373,451373,451374,1089547
1397666	Candidatus Micropelagos thuwalensis	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified Alphaproteobacteria,PS1 clade,Candidatus Micropelagos,Candidatus Micropelagos thuwalensis	1,131567,2,1224,28211,82117,2175150,2175151,1397666
1719	Corynebacterium pseudotuberculosis	species	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium pseudotuberculosis	1,131567,2,1783272,201174,1760,85007,1653,1716,1719
189775	Thermomicrobia	class	root,cellular organisms,Bacteria,Terrabacteria group,Chloroflexi,Thermomicrobia	1,131567,2,1783272,200795,189775
1662285	Methylophilus sp. TWE2	species	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylophilus,Methylophilus sp. TWE2	1,131567,2,1224,28216,32003,32011,16,1662285
1538553	Methylomonas denitrificans	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas,Methylomonas denitrificans	1,131567,2,1224,1236,135618,403,416,1538553
1123504	Xenophilus azovorans DSM 13620	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Xenophilus,Xenophilus azovorans,Xenophilus azovorans DSM 13620	1,131567,2,1224,28216,80840,80864,151754,151755,1123504
1519489	Streptomyces sp. AS58	species	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. AS58	1,131567,2,1783272,201174,1760,85011,2062,1883,1519489
646529	Desulfosporosinus acidiphilus SJ4	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfosporosinus,Desulfosporosinus acidiphilus,Desulfosporosinus acidiphilus SJ4	1,131567,2,1783272,1239,186801,186802,186807,79206,885581,646529
1199245	secondary endosymbiont of Ctenarytaina eucalypti	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,unclassified Enterobacteriaceae,ant, tsetse, mealybug, aphid, etc. endosymbionts,aphid secondary symbionts,secondary endosymbiont of Ctenarytaina eucalypti	1,131567,2,1224,1236,91347,543,191675,84563,146507,1199245
1410657	Kandleria vitulina DSM 20405	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Kandleria,Kandleria vitulina,Kandleria vitulina DSM 20405	1,131567,2,1783272,1239,526524,526525,128827,1279388,1630,1410657
1497	Clostridium formicaceticum	species	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium formicaceticum	1,131567,2,1783272,1239,186801,186802,31979,1485,1497
1125979	Rhizobium sp. PDO1-076	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Rhizobium,Rhizobium sp. PDO1-076	1,131567,2,1224,28211,356,82115,227290,379,1125979
1405	Bacillus mycoides	species	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group,Bacillus mycoides	1,131567,2,1783272,1239,91061,1385,186817,1386,86661,1405
257363	Rickettsia typhi str. Wilmington	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsieae,Rickettsia,typhus group,Rickettsia typhi,Rickettsia typhi str. Wilmington	1,131567,2,1224,28211,766,775,33988,780,114292,785,257363
1223523	Streptomyces mobaraensis NBRC 13819 = DSM 40847	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces mobaraensis,Streptomyces mobaraensis NBRC 13819 = DSM 40847	1,131567,2,1783272,201174,1760,85011,2062,1883,35621,1223523
157782	Pseudomonas parafulva	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas parafulva	1,131567,2,1224,1236,72274,135621,286,157782
241244	Rummeliibacillus stabekisii	species	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,Rummeliibacillus stabekisii	1,131567,2,1783272,1239,91061,1385,186818,648802,241244
203123	Oenococcus oeni PSU-1	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Oenococcus,Oenococcus oeni,Oenococcus oeni PSU-1	1,131567,2,1783272,1239,91061,186826,81850,46254,1247,203123
1278302	Psychromonas hadalis ATCC BAA-638	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,Psychromonas hadalis,Psychromonas hadalis ATCC BAA-638	1,131567,2,1224,1236,135622,267894,67572,211669,1278302
1609103	Streptomyces sp. NRRL WC-3605	species	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. NRRL WC-3605	1,131567,2,1783272,201174,1760,85011,2062,1883,1609103
1294142	Clostridium intestinale URNW	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium intestinale,Clostridium intestinale URNW	1,131567,2,1783272,1239,186801,186802,31979,1485,36845,1294142
713586	Thioalkalivibrio thiocyanodenitrificans ARhD 1	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,Thioalkalivibrio thiocyanodenitrificans,Thioalkalivibrio thiocyanodenitrificans ARhD 1	1,131567,2,1224,1236,135613,72276,106633,243063,713586
685782	Bartonella rochalimae ATCC BAA-1498	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,Bartonella rochalimae,Bartonella rochalimae ATCC BAA-1498	1,131567,2,1224,28211,356,772,773,395923,685782
391593	Roseobacter sp. CCS2	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,Roseobacter sp. CCS2	1,131567,2,1224,28211,204455,31989,2433,391593
84642	Aeromonadaceae	family	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae	1,131567,2,1224,1236,135624,84642
1121366	Corynebacterium pilosum DSM 20521	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium pilosum,Corynebacterium pilosum DSM 20521	1,131567,2,1783272,201174,1760,85007,1653,1716,35756,1121366
189330	Dorea	genus	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea	1,131567,2,1783272,1239,186801,186802,186803,189330
1123284	Sporolactobacillus vineae DSM 21990 = SL153	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,Sporolactobacillus,Sporolactobacillus vineae,Sporolactobacillus vineae DSM 21990 = SL153	1,131567,2,1783272,1239,91061,1385,186821,2077,444463,1123284
903818	Holophaga foetida DSM 6591	no rank	root,cellular organisms,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,Holophaga,Holophaga foetida,Holophaga foetida DSM 6591	1,131567,2,57723,533205,574975,574976,35838,35839,903818
596152	Desulfovibrio sp. U5L	species	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio sp. U5L	1,131567,2,1224,68525,28221,213115,194924,872,596152
685727	Rhodococcus hoagii 103S	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus hoagii,Rhodococcus hoagii 103S	1,131567,2,1783272,201174,1760,85007,85025,1827,43767,685727
1236508	Prevotella aurantiaca JCM 15754	no rank	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella aurantiaca,Prevotella aurantiaca JCM 15754	1,131567,2,1783270,68336,976,200643,171549,171552,838,596085,1236508
553178	Capnocytophaga gingivalis ATCC 33624	no rank	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga gingivalis,Capnocytophaga gingivalis ATCC 33624	1,131567,2,1783270,68336,976,117743,200644,49546,1016,1017,553178
1736544	Bosea sp. Root483D1	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,Bosea sp. Root483D1	1,131567,2,1224,28211,356,41294,85413,1736544
714067	Kroppenstedtia eburnea	species	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Kroppenstedtia,Kroppenstedtia eburnea	1,131567,2,1783272,1239,91061,1385,186824,1274351,714067
553207	Corynebacterium matruchotii ATCC 14266	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium matruchotii,Corynebacterium matruchotii ATCC 14266	1,131567,2,1783272,201174,1760,85007,1653,1716,43768,553207
435837	Staphylococcus hominis subsp. hominis C80	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus hominis,Staphylococcus hominis subsp. hominis,Staphylococcus hominis subsp. hominis C80	1,131567,2,1783272,1239,91061,1385,90964,1279,1290,145391,435837
114292	typhus group	species group	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsieae,Rickettsia,typhus group	1,131567,2,1224,28211,766,775,33988,780,114292
1033732	Alistipes senegalensis JC50	no rank	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes senegalensis,Alistipes senegalensis JC50	1,131567,2,1783270,68336,976,200643,171549,171550,239759,1288121,1033732
